Date,High,Low,Open,Close,Volume,Adj Close
2016-01-12,20130.80078125,19694.990234375,20030.029296875,19711.759765625,1834357100.0,19711.759765625
2016-01-13,20234.779296875,19850.73046875,20028.859375,19934.880859375,1787070400.0,19934.880859375
2016-01-14,19893.880859375,19509.080078125,19578.919921875,19817.41015625,1783215300.0,19817.41015625
2016-01-15,19828.9296875,19500.380859375,19781.4609375,19520.76953125,1932607600.0,19520.76953125
2016-01-18,19439.490234375,19195.560546875,19287.380859375,19237.44921875,2038630500.0,19237.44921875
2016-01-19,19647.75,19204.220703125,19283.5703125,19635.810546875,1825359900.0,19635.810546875
2016-01-20,19332.220703125,18833.880859375,19332.220703125,18886.30078125,2459536700.0,18886.30078125
2016-01-21,19238.26953125,18534.30078125,19079.130859375,18542.150390625,2608444800.0,18542.150390625
2016-01-22,19152.80078125,18769.609375,19000.7890625,19080.509765625,2388446600.0,19080.509765625
2016-01-25,19490.26953125,19291.91015625,19341.41015625,19340.140625,1776766600.0,19340.140625
2016-01-26,19098.0703125,18811.830078125,19068.83984375,18860.80078125,1873245100.0,18860.80078125
2016-01-27,19216.990234375,18931.33984375,19211.859375,19052.44921875,1929850700.0,19052.44921875
2016-01-28,19223.58984375,18982.220703125,19093.76953125,19195.830078125,1941781800.0,19195.830078125
2016-01-29,19709.990234375,19130.58984375,19138.419921875,19683.109375,2350176600.0,19683.109375
2016-02-01,19770.9609375,19444.259765625,19770.9609375,19595.5,1596458400.0,19595.5
2016-02-02,19628.5703125,19403.490234375,19474.869140625,19446.83984375,1783516300.0,19446.83984375
2016-02-03,19032.7109375,18764.8203125,18910.880859375,18991.58984375,2126513100.0,18991.58984375
2016-02-04,19338.369140625,19166.1796875,19190.359375,19183.08984375,1556986500.0,19183.08984375
2016-02-05,19397.880859375,19230.0,19287.359375,19288.169921875,1264808100.0,19288.169921875
2016-02-11,18627.509765625,18446.560546875,18486.9296875,18545.80078125,1868442400.0,18545.80078125
2016-02-12,18482.330078125,18278.80078125,18278.80078125,18319.580078125,2019813200.0,18319.580078125
2016-02-15,18937.060546875,18668.869140625,18668.869140625,18918.140625,1729340100.0,18918.140625
2016-02-16,19260.669921875,18974.599609375,19013.740234375,19122.080078125,1869161100.0,19122.080078125
2016-02-17,19308.5390625,18909.060546875,19198.1796875,18924.5703125,1689473500.0,18924.5703125
2016-02-18,19436.390625,19266.220703125,19409.2109375,19363.080078125,1843924000.0,19363.080078125
2016-02-19,19342.029296875,19210.650390625,19238.4296875,19285.5,1268689800.0,19285.5
2016-02-22,19524.970703125,19374.240234375,19374.240234375,19464.08984375,1207462000.0,19464.08984375
2016-02-23,19519.849609375,19328.259765625,19506.939453125,19414.779296875,1225027600.0,19414.779296875
2016-02-24,19360.80078125,19060.16015625,19282.33984375,19192.44921875,1302717300.0,19192.44921875
2016-02-25,19215.490234375,18867.69921875,19215.490234375,18888.75,1395869600.0,18888.75
2016-02-26,19436.7109375,19122.560546875,19179.94921875,19364.150390625,1633549100.0,19364.150390625
2016-02-29,19377.720703125,19053.779296875,19366.169921875,19111.9296875,1270443900.0,19111.9296875
2016-03-01,19420.0,19108.30078125,19259.990234375,19407.4609375,1473881700.0,19407.4609375
2016-03-02,20058.119140625,19783.919921875,19788.169921875,20003.490234375,2455833600.0,20003.490234375
2016-03-03,20082.009765625,19791.599609375,20082.009765625,19941.759765625,1761676100.0,19941.759765625
2016-03-04,20200.380859375,19977.4296875,20052.099609375,20176.69921875,1907805100.0,20176.69921875
2016-03-07,20331.689453125,20095.630859375,20306.08984375,20159.720703125,1930240900.0,20159.720703125
